query_number,query_title,query_url,candidate_number,candidate_type,candidate_title,candidate_url,candidate_state,value_score,classification,confidence,reasoning,suggested_action
7081,display.get_pixel unexpected output on microbit,https://github.com/micropython/micropython/issues/7081,3956,pull_request,nrf: Use mp_raise_ValueError instead of nlr_raise(...),https://github.com/micropython/micropython/pull/3956,merged,0.7046830058097839,,,,
6503,ESP32 LAN8720 MDC/MDIO control only,https://github.com/micropython/micropython/issues/6503,11986,pull_request,docs/esp32: Add example for version of WT32-ETH01 v1.4.,https://github.com/micropython/micropython/pull/11986,merged,0.7015354037284851,,,,
2692,RFC modframebuf.c scrolling behaviour,https://github.com/micropython/micropython/issues/2692,10093,pull_request,extmod/modframebuf: Fixed a crash in FrameBuffer scrolling.,https://github.com/micropython/micropython/pull/10093,merged,0.6894445419311523,,,,
10096,ESP32: Threading with 2 or 3 similar threads not properly scheduled,https://github.com/micropython/micropython/issues/10096,15476,pull_request,esp32: Fix uneven GIL allocation between Python threads.,https://github.com/micropython/micropython/pull/15476,merged,0.6880313754081726,,,,
5434,gc_collect_root crash in VS2017 Release build,https://github.com/micropython/micropython/issues/5434,18773,pull_request,Gcdebugprintf,https://github.com/micropython/micropython/pull/18773,merged,0.6726462841033936,,,,
1546,RTC LSE/LSI selection,https://github.com/micropython/micropython/issues/1546,18479,pull_request,stm32/rtc: Make sure RTC is using LSE on N6 MCUs.,https://github.com/micropython/micropython/pull/18479,merged,0.6718214154243469,,,,
17869,LSE Startup on STM32H563ZI fails,https://github.com/micropython/micropython/issues/17869,18479,pull_request,stm32/rtc: Make sure RTC is using LSE on N6 MCUs.,https://github.com/micropython/micropython/pull/18479,merged,0.6698663830757141,,,,
13532,Verbosity of mpremote commands should be manageable and shouldn't go to stdout,https://github.com/micropython/micropython/issues/13532,7751,pull_request,Add help command to mpremote,https://github.com/micropython/micropython/pull/7751,merged,0.655678391456604,,,,
10172,Fix DHCP server for certain clients (dhcpcd),https://github.com/micropython/micropython/issues/10172,12499,pull_request,shared/netutils/dhcpserver: Reply on correct netif,https://github.com/micropython/micropython/pull/12499,merged,0.6437232494354248,,,,
16890,[webassembly] 'runPythonAsync' api missing { async: true } option.,https://github.com/micropython/micropython/issues/16890,14438,pull_request,webassembly/api: Resolve thenables returned from runPythonAsync.,https://github.com/micropython/micropython/pull/14438,merged,0.6252915859222412,,,,
13249,rp2 PIO get and put non-blocking,https://github.com/micropython/micropython/issues/13249,10468,pull_request,docs/library/rp2.StateMachine: Expand put() documentation,https://github.com/micropython/micropython/pull/10468,merged,0.6217240691184998,,,,
1509,RTC initialisation and wakeup from external events,https://github.com/micropython/micropython/issues/1509,12482,pull_request,mimxrt/rtc: Improve the RTC initialisation during start-up.,https://github.com/micropython/micropython/pull/12482,merged,0.6190309524536133,,,,
7664,`uasyncio.rst` and `uctypes.rst` are still named with `u` prefix,https://github.com/micropython/micropython/issues/7664,880,pull_request,all: remove u-module naming where possible,https://github.com/micropython/micropython-lib/pull/880,merged,0.6174509525299072,,,,
7957,mp_obj_class_lookup error,https://github.com/micropython/micropython/issues/7957,6176,pull_request,py: Support passing in an OrderedDict to type() as the locals.,https://github.com/micropython/micropython/pull/6176,merged,0.6071815490722656,,,,
5908,esp32: float/*_special tests fail,https://github.com/micropython/micropython/issues/5908,15539,pull_request,esp32: Workaround math.gamma(-inf) result.,https://github.com/micropython/micropython/pull/15539,merged,0.5872277021408081,,,,
4081,Scoped allocation,https://github.com/micropython/micropython/issues/4081,3448,pull_request,Add 3rd memory region: a global Python stack for scoped allocation,https://github.com/micropython/micropython/pull/3448,merged,0.5840219855308533,,,,
1736,"uos.dupterm() behavior in underspecified, implementations broken",https://github.com/micropython/micropython/issues/1736,3144,pull_request,"docs/library: Add description of ""index"" parameter to uos.dupterm().",https://github.com/micropython/micropython/pull/3144,merged,0.5813862085342407,,,,
5596,[ESP32 Docs]: Partition readblocks / writeblocks extended,https://github.com/micropython/micropython/issues/5596,8268,pull_request,esp32: support 512 byte block size in esp32.Partition,https://github.com/micropython/micropython/pull/8268,merged,0.5721176266670227,,,,
17869,LSE Startup on STM32H563ZI fails,https://github.com/micropython/micropython/issues/17869,15582,pull_request,ports/stm32: Allow HSE to be a wakeup source for BLE for the WB55.,https://github.com/micropython/micropython/pull/15582,merged,0.5671334266662598,,,,
10609,Delete / Unallocate RMT Driver on ESP32,https://github.com/micropython/micropython/issues/10609,16293,pull_request,Update esp32.RMT module to the new API,https://github.com/micropython/micropython/pull/16293,merged,0.5664820671081543,,,,
18868,tests: cmdline/repl_lock.py and repl_cont.py intermittent failures,https://github.com/micropython/micropython/issues/18868,18861,pull_request,tests/run-tests.py: Add automatic retry for known-flaky tests.,https://github.com/micropython/micropython/pull/18861,merged,0.5621944665908813,,,,
8965,docs: Can recv example needs updated to reflect 5 return values in the lst in V1.19.1,https://github.com/micropython/micropython/issues/8965,9311,pull_request,docs/library/pyb.CAN.rst: Update the recv example,https://github.com/micropython/micropython/pull/9311,merged,0.560545027256012,,,,
6186,Pyboard D build does not include btree,https://github.com/micropython/micropython/issues/6186,7106,pull_request,esp32: add back btree module,https://github.com/micropython/micropython/pull/7106,merged,0.5603783130645752,,,,
2683,stmhal: Implement CSS (clock security system) callback,https://github.com/micropython/micropython/issues/2683,18072,pull_request,stm32: Set RCC_HSE_BYPASS for NUCLEO boards.,https://github.com/micropython/micropython/pull/18072,merged,0.5587487816810608,,,,
7638,Conversion from const char* to mp_rom_error_text_t ?,https://github.com/micropython/micropython/issues/7638,5917,pull_request,py/misc.h: Always provide no-op defines without ROM_TEXT_COMPRESSION.,https://github.com/micropython/micropython/pull/5917,merged,0.548771858215332,,,,
7455,Set threshold for Coveralls failure,https://github.com/micropython/micropython/issues/7455,3846,pull_request,travis: Use Python 3 for coveralls.,https://github.com/micropython/micropython/pull/3846,merged,0.5422331690788269,,,,
11619,network.country availability,https://github.com/micropython/micropython/issues/11619,10635,pull_request,top: Common network hostname/country configuration.,https://github.com/micropython/micropython/pull/10635,merged,0.5403639078140259,,,,
16561,ESP32 + W5500: network.LAN() fails without an interrupt pin,https://github.com/micropython/micropython/issues/16561,10420,pull_request,ports/esp32: Add support for SPI-based ethernet chips,https://github.com/micropython/micropython/pull/10420,merged,0.5387393236160278,,,,
8485,mpremote on Mac OS X: allow env var or option in config file to select default serial port to use,https://github.com/micropython/micropython/issues/8485,10057,pull_request,mpremote: only auto connect to serial device with USB VID/PID,https://github.com/micropython/micropython/pull/10057,merged,0.5202992558479309,,,,
18935,stm32lib: ST not adding new parts.,https://github.com/micropython/micropython/issues/18935,11138,pull_request,stm32: Add support for H5 MCUs,https://github.com/micropython/micropython/pull/11138,merged,0.5163537859916687,,,,
7331,CMake generated clean target not working properly,https://github.com/micropython/micropython/issues/7331,13085,pull_request,"Fixes for makeqstrdefs.py getting broken by ""clean"" on cmake",https://github.com/micropython/micropython/pull/13085,merged,0.5139490962028503,,,,
7862,How use _thread library?,https://github.com/micropython/micropython/issues/7862,17287,pull_request,esp32/mpthreadport: Fix double delete of tasks on soft reset.,https://github.com/micropython/micropython/pull/17287,merged,0.49765995144844055,,,,
5046,RFC:  MICROPY_PY_BUILTINS_NEXT2 always set to (0) ?,https://github.com/micropython/micropython/issues/5046,16902,pull_request,py/mpconfig: Enable 2-argument built-in next() at basic feature level.,https://github.com/micropython/micropython/pull/16902,merged,0.49658578634262085,,,,
6023,no input for repl with dupterm,https://github.com/micropython/micropython/issues/6023,18602,pull_request,esp32: Actually read from dupterm.,https://github.com/micropython/micropython/pull/18602,merged,0.49564293026924133,,,,
15456,docs: explain optional global-interpreter-lock,https://github.com/micropython/micropython/issues/15456,15476,pull_request,esp32: Fix uneven GIL allocation between Python threads.,https://github.com/micropython/micropython/pull/15476,merged,0.49385005235671997,,,,
47,What to do about USB VID and PID?,https://github.com/micropython/micropython/issues/47,10057,pull_request,mpremote: only auto connect to serial device with USB VID/PID,https://github.com/micropython/micropython/pull/10057,merged,0.4923320710659027,,,,
7982,esp32: No OTA images generated anymore since switch to cmake,https://github.com/micropython/micropython/issues/7982,12475,pull_request,esp32: Add bootloader rollback support for all boards.,https://github.com/micropython/micropython/pull/12475,merged,0.49222490191459656,,,,
17947,stm32: mp_hal_ticks_us returns non-monotonic values.,https://github.com/micropython/micropython/issues/17947,15719,pull_request,samd: A few minor improvements.,https://github.com/micropython/micropython/pull/15719,merged,0.4887485206127167,,,,
5098,UART timeout and timeout_char is not working in ESP32,https://github.com/micropython/micropython/issues/5098,17938,pull_request,"machine.UART: Fix the double timeout with uart.read(), uart.write() and uart.readinto().",https://github.com/micropython/micropython/pull/17938,merged,0.4845106899738312,,,,
7502,"search() on a compiled regular expression ignores the ""pos"" argument",https://github.com/micropython/micropython/issues/7502,14179,pull_request,re: Add support for start- and endpos. ,https://github.com/micropython/micropython/pull/14179,merged,0.4823327660560608,,,,
1509,RTC initialisation and wakeup from external events,https://github.com/micropython/micropython/issues/1509,6614,pull_request,stm32/rtc: Validate the RTC prescaler on boot and change if incorrect.,https://github.com/micropython/micropython/pull/6614,merged,0.4732353687286377,,,,
18962,OpenMV Feature: ROMFS IOCTL Documentation and Debug,https://github.com/micropython/micropython/issues/18962,16857,pull_request,"Define `vfs.rom_ioctl()`, add romfs commands to mpremote, and implement ROM partition support on stm32, rp2, esp32, esp8266",https://github.com/micropython/micropython/pull/16857,merged,0.4707109332084656,,,,
7926,Functions and variables anonymization & tools,https://github.com/micropython/micropython/issues/7926,17306,pull_request,tools/mpy-tool.py: Allow dumping MPY segments into their own files.,https://github.com/micropython/micropython/pull/17306,merged,0.4658535420894623,,,,
11025,Firmware 1.19.1 on NUCLEO-WB55 is failing on BLE functions,https://github.com/micropython/micropython/issues/11025,5212,pull_request,stm32: support for BLE on STM32WB55 MCUs,https://github.com/micropython/micropython/pull/5212,merged,0.46571728587150574,,,,
8782,"mpy_ld.py:  ""AttributeError: 'Symbol' object has no attribute 'section'"" when relocating data section",https://github.com/micropython/micropython/issues/8782,12123,pull_request,mpy_ld.py: Support complex RO sections,https://github.com/micropython/micropython/pull/12123,merged,0.46400827169418335,,,,
6813,RP2040: floating point performance: switch to ROM libraries?,https://github.com/micropython/micropython/issues/6813,13133,pull_request,rp2: Switch to locally provided math library.,https://github.com/micropython/micropython/pull/13133,merged,0.4615490734577179,,,,
6995,Priority inversion and rp2 port,https://github.com/micropython/micropython/issues/6995,13312,pull_request,rp2: fix atomic section,https://github.com/micropython/micropython/pull/13312,merged,0.4552622139453888,,,,
18868,tests: cmdline/repl_lock.py and repl_cont.py intermittent failures,https://github.com/micropython/micropython/issues/18868,17993,pull_request,tests/thread/thread_gc1: Skip unreliable test in Github CI.,https://github.com/micropython/micropython/pull/17993,merged,0.4539163410663605,,,,
15649,"NUCLEO-L476RG (STM32L476RG), NUCLEO_G0B1RE (STM32G0B1RE) - LPUART1 initialization not working",https://github.com/micropython/micropython/issues/15649,18075,pull_request,stm32: Fix LPUART init failure with low baudrate.,https://github.com/micropython/micropython/pull/18075,merged,0.4516180157661438,,,,
17875,wiznet5k driver can call scheduler from hard IRQ context,https://github.com/micropython/micropython/issues/17875,894,pull_request,Allow real memory errors (from locked gc) to be reported with traceback.,https://github.com/micropython/micropython/pull/894,merged,0.4494225084781647,,,,
18935,stm32lib: ST not adding new parts.,https://github.com/micropython/micropython/issues/18935,18268,pull_request,lib/stm32lib: Update WB to v1.23.0.,https://github.com/micropython/micropython/pull/18268,merged,0.4485681354999542,,,,
16360,mpremote option to wait until device connected and/or reconnect,https://github.com/micropython/micropython/issues/16360,17321,pull_request,mpremote: Fix disconnect handling on Windows and Linux.,https://github.com/micropython/micropython/pull/17321,merged,0.4396064877510071,,,,
8794,UART sendbreak bug,https://github.com/micropython/micropython/issues/8794,17698,pull_request,esp32/machine_uart: Change `sendbreak()` implementation to simply pull the pin low for the break period,https://github.com/micropython/micropython/pull/17698,merged,0.42426034808158875,,,,
18592,Python subclass of native type with attr handler cannot properly store attributes,https://github.com/micropython/micropython/issues/18592,528,pull_request,Initial support for subclassing native types,https://github.com/micropython/micropython/pull/528,merged,0.4209457337856293,,,,
5098,UART timeout and timeout_char is not working in ESP32,https://github.com/micropython/micropython/issues/5098,14025,pull_request,esp32/machine_uart: Apply timeout_char default.,https://github.com/micropython/micropython/pull/14025,merged,0.40292125940322876,,,,
17093,`mpremote mkdir` crashes in MSYS2 / GIT bash if the path does not start with :,https://github.com/micropython/micropython/issues/17093,15332,pull_request,tools/mpremote: Fix mpremote mip install with multiple lib folders in sys.path.,https://github.com/micropython/micropython/pull/15332,merged,0.40201640129089355,,,,
79,logo licenses,https://github.com/micropython/micropython/issues/79,18903,pull_request,logo: Added 3D printable STL file,https://github.com/micropython/micropython/pull/18903,open,0.3875045031309128,,,,
11325,network: status codes/constants not unified across ports,https://github.com/micropython/micropython/issues/11325,16270,pull_request,esp32: Add missing network.STAT_CONNECT_FAIL constant.,https://github.com/micropython/micropython/pull/16270,merged,0.38372549414634705,,,,
8794,UART sendbreak bug,https://github.com/micropython/micropython/issues/8794,12787,pull_request,ports/rp2/machine_uart.c: fix handling of serial break condition,https://github.com/micropython/micropython/pull/12787,merged,0.3806314170360565,,,,
11419,[ESP32 port] network_ppp does not manage pcb properly; can cause LWIP assertion or unmanaged pcb,https://github.com/micropython/micropython/issues/11419,17656,pull_request,esp32/network_ppp: Bugfixes for deadlocks and crashes when disconnecting.,https://github.com/micropython/micropython/pull/17656,merged,0.37633752822875977,,,,
11926,Allow SPI flash to be configurable per board,https://github.com/micropython/micropython/issues/11926,17067,pull_request,stm32: add support to PYBD_SF6 for boards with larger flash,https://github.com/micropython/micropython/pull/17067,merged,0.3676011264324188,,,,
9316,pico - zombie pio state machines after soft reset,https://github.com/micropython/micropython/issues/9316,10652,pull_request,rp2/rp2_pio: Track use of PIO resources and free them on soft reset.,https://github.com/micropython/micropython/pull/10652,merged,0.3478671610355377,,,,
7903,rp2 asm_pio parameterization,https://github.com/micropython/micropython/issues/7903,16651,pull_request,Fix memory leak and logic bug with handling of _pio_funcs.,https://github.com/micropython/micropython/pull/16651,merged,0.34650295972824097,,,,
5214,pulse counter quadrature encoder,https://github.com/micropython/micropython/issues/5214,12347,pull_request,mimxrt: Add Quadrature Encoder and Pulse Counter classes.,https://github.com/micropython/micropython/pull/12347,merged,0.33780309557914734,,,,
6503,ESP32 LAN8720 MDC/MDIO control only,https://github.com/micropython/micropython/issues/6503,13630,pull_request,stm32/ethernet: A few improvements.,https://github.com/micropython/micropython/pull/13630,merged,0.337714284658432,,,,
6572,"NRF52840: ADC is 8 bits, how to set to 12 bits?",https://github.com/micropython/micropython/issues/6572,17616,pull_request,Zephyr: Add ADC support.,https://github.com/micropython/micropython/pull/17616,merged,0.3343713581562042,,,,
6585,native modules not properly rebuilt on ARCH change,https://github.com/micropython/micropython/issues/6585,9062,pull_request,py/persistentcode: Clarify ValueError message when native emitter disabled.,https://github.com/micropython/micropython/pull/9062,merged,0.3298817574977875,,,,
8358,"pyboard.py very slow on windows, reason and solution",https://github.com/micropython/micropython/issues/8358,17330,pull_request,"tools/pyboard.py: Port recent patchs from mpremote serial transport, to add timeouts for non-responsive serial ports",https://github.com/micropython/micropython/pull/17330,merged,0.3222835958003998,,,,
6463,Using LWIP on Windows,https://github.com/micropython/micropython/issues/6463,17915,pull_request,extmod/modlwip: Remove unused include and functions.,https://github.com/micropython/micropython/pull/17915,merged,0.31421414017677307,,,,
4221,Theoretical remark regarding mutex in the STM32 port,https://github.com/micropython/micropython/issues/4221,18380,pull_request,rp2/pendsv.c: PendSV_Handler dispatch check.,https://github.com/micropython/micropython/pull/18380,merged,0.31118497252464294,,,,
7769,How to set BLE connection interval?,https://github.com/micropython/micropython/issues/7769,5190,pull_request,extmod/modbluetooth: Allow config of scan interval/window.,https://github.com/micropython/micropython/pull/5190,merged,0.3108452558517456,,,,
7148,STM32: How to avoid disabling USB IRQs in sdcard.c ?,https://github.com/micropython/micropython/issues/7148,744,pull_request,Disable IRQs around sdcard reads.,https://github.com/micropython/micropython/pull/744,merged,0.3093005120754242,,,,
10609,Delete / Unallocate RMT Driver on ESP32,https://github.com/micropython/micropython/issues/10609,8170,pull_request,esp32/esp32_rmt: Install RMT driver on core 1.,https://github.com/micropython/micropython/pull/8170,merged,0.30523067712783813,,,,
16088,Checksum Verification for nRF BLE Stack Downloads,https://github.com/micropython/micropython/issues/16088,17798,pull_request,nrf/drivers/bluetooth: Change soft-device download URL to self hosted.,https://github.com/micropython/micropython/pull/17798,merged,0.29468071460723877,,,,
6572,"NRF52840: ADC is 8 bits, how to set to 12 bits?",https://github.com/micropython/micropython/issues/6572,16630,pull_request,esp32: ADC driver update to the new esp_adc.,https://github.com/micropython/micropython/pull/16630,merged,0.292605996131897,,,,
6365,extend framebuf.blit method with parameters to select a rectangle from the source,https://github.com/micropython/micropython/issues/6365,17358,pull_request,extmod/modframebuf: Add support for blit'ing read-only data.,https://github.com/micropython/micropython/pull/17358,merged,0.28683754801750183,,,,
12696,stm32h5: stop/standby mode reset_cause not reported,https://github.com/micropython/micropython/issues/12696,12761,pull_request,ports/stm32h5: add sleep modes and RTC alarm wakeup ,https://github.com/micropython/micropython/pull/12761,merged,0.27918967604637146,,,,
47,What to do about USB VID and PID?,https://github.com/micropython/micropython/issues/47,498,pull_request,Auto-generate the stmhal/pybcdc_inf header file from static files,https://github.com/micropython/micropython/pull/498,merged,0.2730569839477539,,,,
646,Do we want to have weakref support?,https://github.com/micropython/micropython/issues/646,903,pull_request,Add module weak-ref support.,https://github.com/micropython/micropython/pull/903,closed,0.26111161708831787,,,,
12048,STM32H5 machine.ADC core temperature sensor not working,https://github.com/micropython/micropython/issues/12048,11966,pull_request,stm32: Fix ADC issues for STM32G4 MCUs.,https://github.com/micropython/micropython/pull/11966,merged,0.2605746388435364,,,,
